composer	composer_first	work_group	work_catalogue	opus	no	mov	title	composition	publication	source	display_year	Fbb	Cbb	Gbb	Dbb	Abb	Ebb	Bbb	Fb	Cb	Gb	Db	Ab	Eb	Bb	F	C	G	D	A	E	B	F#	C#	G#	D#	A#	E#	B#	F##	C##	G##	D##	A##	E##	B##
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	882	2			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	51	132	138	149	141	161	144	113	54	22	16	10	3	0	0	0
Beethoven	Ludwig van	Piano Sonatas	Op.	111		2.0	Piano Sonata No. 32	1822.0		MS	1822.0	0	0	0	0	0	0	0	0	1	3	23	135	242	186	573	994	1653	1002	766	1100	641	108	93	136	56	21	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	13			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	3	2	8	45	16	54	102	150	56	21	139	150	8	0	107	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	883	1			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	65	113	84	112	166	149	108	42	17	52	18	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	883	2			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	129	170	167	188	236	235	180	71	33	32	27	3	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	14			1861.0		MS	1861.0	0	0	0	0	0	0	1	1	1	7	45	59	38	69	183	234	179	152	72	108	52	15	4	5	6	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	884	1			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	78	157	147	148	106	115	95	30	3	16	1	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Nocturnes	Op.	9	3		3 Nocturnes	1833.0		MS	1833.0	0	0	0	0	0	0	0	0	0	0	1	2	1	6	26	37	181	88	72	208	357	365	363	165	202	220	138	32	24	41	10	2	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	13	2	1	Allegro	1784.0		DB	1784.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	113	323	347	202	177	250	170	61	15	14	8	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	13	2	2	Andante	1784.0		DB	1784.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	52	123	162	118	66	97	102	41	3	3	5	2	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	13	2	3	Rondeau	1784.0		DB	1784.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	72	163	144	97	100	182	89	9	6	25	4	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	884	2			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	61	92	128	96	85	114	105	25	12	11	4	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Nocturnes	Op.	15	1		3 Nocturnes	1833.0		MS	1833.0	0	0	0	0	0	0	0	0	18	72	136	157	83	285	313	237	144	84	130	103	46	6	9	12	0	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	15			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	0	6	0	5	76	96	89	103	102	137	119	39	15	30	12	4	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Nocturnes	Op.	15	2		3 Nocturnes	1833.0		MS	1833.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	7	77	52	46	143	187	273	180	110	141	93	14	20	9	13	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	885	1			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	1	11	53	61	52	81	102	95	59	20	17	29	9	2	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	885	2			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	1	0	3	55	141	200	191	264	274	256	185	56	52	43	14	0	0	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	16			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	0	1	0	17	55	67	115	158	142	156	133	95	79	65	33	22	24	9	5	2	0	1	0	0	0	0
Chopin	Frédéric	Nocturnes	Op.	15	3		3 Nocturnes	1833.0		MS	1833.0	0	0	0	0	0	0	0	0	0	4	1	0	22	70	121	132	120	196	177	81	31	42	65	24	22	16	24	5	3	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	886	1			1740.0		MS	1740.0	0	0	0	0	0	1	5	8	13	66	186	249	212	240	236	221	157	65	23	38	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	13	3	1	Allegro molto	1784.0		DB	1784.0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	95	261	409	323	298	407	437	258	64	42	113	42	6	4	1	1	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	13	3	2	Cantabile	1784.0		DB	1784.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	20	142	269	295	277	243	223	218	100	40	28	11	1	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	13	3	3	Presto	1784.0		DB	1784.0	0	0	0	0	0	0	0	0	0	0	0	0	11	28	89	213	350	259	267	326	343	171	51	26	82	22	1	1	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	886	2			1740.0		MS	1740.0	0	0	0	0	0	0	14	27	18	65	155	199	204	185	163	172	126	50	14	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	17			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	0	0	2	7	4	9	23	43	19	43	39	36	33	10	4	20	3	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	887	1			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	28	74	123	115	137	198	214	166	96	47	56	39	9	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	887	2			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	23	100	215	144	207	274	253	220	95	43	73	39	2	1	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	18			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	0	0	1	10	13	21	17	4	50	50	46	34	20	34	15	0	4	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	15	1	1	Largo - Allegro molto - Largo	1784.0		DB	1784.0	0	0	0	0	0	0	0	0	0	1	12	131	379	619	320	474	695	641	302	84	83	175	57	0	0	0	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	15	1	2	Rondeau - Allegro	1784.0		DB	1784.0	0	0	0	0	0	0	0	0	0	0	0	0	74	112	70	291	404	498	353	185	296	240	76	23	15	5	1	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	888	1			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	32	92	132	117	91	103	106	68	12	10	9	1	0	0	0	0	0	0	0
Chopin	Frédéric	Nocturnes	Op.	62	1		2 Nocturnes	1846.0		MS	1846.0	0	0	0	0	0	0	0	12	13	8	40	48	95	48	58	69	54	46	55	174	258	307	193	241	286	152	29	20	16	9	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	888	2			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	69	108	101	112	105	114	101	45	16	10	7	0	0	0	0	0	0	0
Chopin	Frédéric	Nocturnes	Op.	62	2		2 Nocturnes	1846.0		MS	1846.0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	15	63	61	65	170	261	223	261	209	208	185	54	20	28	20	6	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	19			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	28	6	14	59	278	41	10	21	41	9	1	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	889	1			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	0	3	5	22	62	78	73	104	121	114	98	44	40	51	26	7	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	889	2			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	73	79	66	98	106	111	94	45	25	40	16	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	20			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	87	166	134	121	98	129	100	26	4	30	12	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	15	2	1	Allegro	1785.0		DB	1785.0	0	0	0	0	0	0	0	0	0	0	6	76	169	161	265	714	902	616	332	425	465	210	63	35	44	20	0	0	2	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	15	2	2	Poco adagio	1785.0		DB	1785.0	0	0	0	0	0	0	0	0	0	0	1	0	8	81	149	125	92	83	126	68	28	15	10	5	0	0	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	15	2	3	Presto	1785.0		DB	1785.0	0	0	0	0	0	0	0	0	0	0	6	34	86	112	240	419	392	330	289	314	283	129	52	58	52	21	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	890	1			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	1	13	20	54	175	260	259	277	237	231	204	62	38	26	1	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	890	2			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	5	30	126	143	150	142	134	138	99	29	11	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Nocturnes	Op.	32	1		2 Nocturnes	1837.0		MS	1837.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	20	19	6	86	219	195	174	93	213	193	51	22	21	29	10	2	2	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	21			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	18	60	57	39	62	89	81	45	30	15	54	12	9	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	891	1			1740.0		MS	1740.0	0	0	0	0	0	0	1	0	24	118	152	117	173	190	191	147	40	30	36	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Nocturnes	Op.	72	1		Posthum	1855.0		MS	1855.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	67	108	58	74	191	297	160	86	43	64	34	11	1	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	891	2			1740.0		MS	1740.0	0	0	0	0	0	1	0	12	41	123	240	182	236	280	234	232	95	45	76	29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	22			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	2	58	54	66	55	31	55	32	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	892	1			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	90	149	162	152	124	159	115	55	13	8	6	2	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	892	2			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	32	149	224	179	194	212	191	161	52	22	28	13	1	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	23			1861.0		MS	1861.0	0	0	0	0	0	0	3	1	4	18	51	29	19	55	49	21	12	5	26	7	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	893	1			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	81	107	107	120	129	158	102	30	20	32	18	3	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	17	1	1	Largo	1785.0		DB	1785.0	0	0	0	0	0	0	0	0	0	16	69	94	38	77	118	130	85	6	3	49	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	17	1	2	Allegro agitato	1785.0		DB	1785.0	0	0	0	0	0	0	0	0	1	11	328	451	227	424	573	602	454	79	65	218	44	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	17	1	3	Finale - Allegretto	1785.0		DB	1785.0	0	0	0	0	0	0	0	0	0	8	171	223	95	338	412	543	304	73	103	237	38	4	3	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	893	2			1740.0		MS	1740.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	75	122	119	133	145	162	134	56	26	36	23	1	0	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	24			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	4	19	59	150	202	110	78	203	179	46	4	0	14	2	1	0	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Préludes	Op.	31	1			1846.0		MS	1846.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	48	104	20	28	92	29	13	8	20	2	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	25			1861.0		MS	1861.0	0	0	0	0	0	0	1	0	0	2	6	13	5	26	74	130	70	99	87	100	57	15	5	16	4	1	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	17	2	1	Allegro molto	1785.0		DB	1785.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	33	69	64	270	715	760	526	316	464	393	120	31	48	11	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	17	2	2	Adagio	1785.0		DB	1785.0	0	0	0	0	0	0	0	0	0	0	0	4	7	3	5	48	65	72	155	237	297	182	95	130	130	39	13	12	2	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	17	2	3	Allegro molto	1785.0		DB	1785.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	73	137	168	257	395	481	365	195	230	188	80	5	2	2	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier I	BWV	846	1			1722.0		MS	1722.0	0	0	0	0	0	0	0	0	0	0	0	6	8	12	73	121	117	91	54	74	45	14	4	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier I	BWV	846	2			1722.0		MS	1722.0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	75	107	123	125	118	111	84	27	7	12	0	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	26			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	0	0	3	16	12	9	17	16	25	16	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Préludes	Op.	31	2			1846.0		MS	1846.0	0	0	0	0	0	0	2	0	0	3	40	60	10	80	185	193	96	56	42	79	30	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	17	3	1	Allegro	1785.0		DB	1785.0	0	0	0	0	0	0	0	0	0	9	8	269	675	829	610	463	601	550	242	66	68	75	31	0	0	0	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	17	3	2	Rondeau - Allegretto	1785.0		DB	1785.0	0	0	0	0	0	0	0	0	1	0	5	254	499	554	415	346	485	405	141	58	93	62	5	2	1	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	27			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	0	0	3	16	12	9	17	16	25	16	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	28			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	0	0	0	12	36	74	87	59	65	133	94	39	13	7	32	8	2	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier I	BWV	847	1			1722.0		MS	1722.0	0	0	0	0	0	0	0	0	0	0	1	85	163	43	162	195	153	145	42	41	71	24	0	0	0	0	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	20	1	1	Allegro	1786.0		DB	1786.0	0	0	0	0	0	0	0	0	0	2	12	58	90	222	445	377	340	246	252	216	72	25	26	2	0	0	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	20	1	2	Adagio	1786.0		DB	1786.0	0	0	0	0	0	0	0	0	0	0	0	2	49	168	184	89	60	76	92	41	3	9	4	2	0	0	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	20	1	3	Rondeau - Allegretto	1786.0		DB	1786.0	0	0	0	0	0	0	0	0	0	1	3	0	50	271	449	378	242	189	226	172	24	14	13	5	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier I	BWV	847	2			1722.0		MS	1722.0	0	0	0	0	0	0	0	0	0	0	2	59	92	56	107	128	116	98	34	14	48	16	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	29			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	8	11	13	27	122	106	205	90	110	102	86	36	24	7	8	4	3	2	0	0	0
Alkan	Charles Valentin	Préludes	Op.	31	3			1846.0		MS	1846.0	0	0	0	0	0	0	9	14	18	112	53	83	99	64	91	35	2	20	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	30			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	32	84	40	70	231	178	120	25	9	38	13	0	0	0	0	0	0	0	0
Chopin	Frédéric	Nocturnes	Op.	32	2		2 Nocturnes	1837.0		MS	1837.0	0	0	0	0	6	4	9	34	15	60	191	338	270	252	186	350	164	80	109	86	123	96	97	55	9	2	26	4	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	20	2	1	Allegro	1786.0		DB	1786.0	0	0	0	0	0	0	0	0	0	0	0	2	19	44	198	440	525	414	285	309	211	89	42	60	16	0	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	20	2	2	Adagio	1786.0		DB	1786.0	0	0	0	0	0	0	0	0	0	0	4	2	16	97	176	198	138	97	128	88	41	21	13	2	0	0	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	20	2	3	Rondeau - Allegretto	1786.0		DB	1786.0	0	0	0	0	0	0	0	0	0	0	15	69	121	92	171	313	467	271	120	182	213	39	11	8	2	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier I	BWV	848	1			1722.0		MS	1722.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	17	90	127	173	114	97	87	62	17	10	4	3	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	31			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	49	89	102	111	67	82	68	35	7	12	3	1	0	0	1
Bach	Johann Sebastian	Wohltemperiertes Klavier I	BWV	848	2			1722.0		MS	1722.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	17	138	196	266	200	200	203	159	63	26	2	12	1	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	32			1861.0		MS	1861.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	23	63	121	20	126	196	206	156	56	66	77	29	11	5	6	1	1	0
Koželuh	Leopold	Piano Sonata	Op.	20	3	1	Moderato	1786.0		DB	1786.0	0	0	0	0	0	0	0	0	0	1	7	26	58	217	336	221	234	388	322	182	53	35	93	21	3	0	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	20	3	2	Poco adagio	1786.0		DB	1786.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	54	125	142	102	58	110	81	36	5	7	4	3	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	20	3	3	Rondeau - Allegretto	1786.0		DB	1786.0	0	0	0	0	0	0	0	0	0	0	2	4	13	126	231	121	289	423	452	291	63	93	139	27	4	2	6	2	0	0	0	0	0	0	0
Alkan	Charles Valentin	Préludes	Op.	31	4			1846.0		MS	1846.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	25	32	23	39	51	52	33	2	0	15	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Trois Grandes Études	Op.	76	1		Fantaisie	1838.0	1839.0	MS	1838.0	0	0	1	2	1	9	62	380	331	269	487	767	917	519	209	459	334	146	38	72	65	26	5	4	5	9	0	0	1	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	33			1861.0		MS	1861.0	0	0	0	0	0	2	1	0	0	8	24	107	88	20	26	47	20	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier I	BWV	849	1			1722.0		MS	1722.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	81	97	67	97	127	143	121	48	7	60	23	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	26	1	1	Allegro	1788.0		DB	1788.0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	65	74	242	470	592	437	279	335	361	157	50	29	23	24	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	26	1	2	Adagio	1788.0		DB	1788.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	31	17	77	164	189	154	63	88	86	36	13	6	8	2	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	26	1	3	Rondeau - Allegretto	1788.0		DB	1788.0	0	0	0	0	0	0	0	0	0	0	2	12	0	58	135	106	139	221	357	217	95	129	147	64	7	0	0	0	0	0	0	0	0	0	0
Liszt	Franz	12 Transcendental Etudes	S.	139	1		Preludio	1851.0		MS	1851.0	0	0	0	0	0	0	0	0	0	2	7	15	2	24	56	127	98	40	59	104	39	9	8	10	7	5	0	0	0	0	0	0	0	0	0
Liszt	Franz	12 Transcendental Etudes	S.	139	2		Molto Vivace	1851.0		MS	1851.0	0	0	0	0	0	3	2	0	3	12	16	35	47	138	246	290	53	305	440	508	245	76	54	100	69	5	7	0	0	0	0	0	0	0	0
Liszt	Franz	12 Transcendental Etudes	S.	139	3		Paysage	1851.0		MS	1851.0	0	0	0	0	0	10	2	3	10	36	109	66	72	168	519	243	124	173	279	115	42	13	20	14	1	0	0	0	0	0	0	0	0	0	0
Liszt	Franz	12 Transcendental Etudes	S.	139	4		Mazeppa	1851.0		MS	1851.0	0	0	0	0	0	0	0	7	22	53	74	148	232	684	570	330	617	1067	915	722	387	409	508	250	131	55	35	53	6	11	0	0	0	1	0
Liszt	Franz	12 Transcendental Etudes	S.	139	5		Feux Follets	1851.0		MS	1851.0	0	0	0	0	0	0	0	12	85	273	94	133	319	459	527	296	243	475	376	242	222	166	208	176	51	54	102	38	7	0	2	0	0	0	0
Liszt	Franz	12 Transcendental Etudes	S.	139	6		Vision	1851.0		MS	1851.0	0	0	0	0	0	0	0	0	26	123	66	56	251	372	85	156	581	691	231	126	391	276	165	18	8	45	26	0	0	0	0	0	0	0	0
Liszt	Franz	12 Transcendental Etudes	S.	139	7		Eroica	1851.0		MS	1851.0	0	0	0	0	0	0	4	15	129	148	225	297	376	393	296	225	163	156	130	137	113	88	56	42	45	15	32	6	5	7	0	0	0	0	0
Liszt	Franz	12 Transcendental Etudes	S.	139	8		Wilde Jagd	1851.0		MS	1851.0	0	0	0	0	0	0	19	32	113	126	235	420	519	540	518	734	829	537	321	407	403	212	107	62	91	17	10	8	4	0	0	0	0	0	0
Liszt	Franz	12 Transcendental Etudes	S.	139	9		Ricordanza	1851.0		MS	1851.0	0	0	0	0	0	2	14	161	47	125	519	585	655	541	413	446	366	220	156	170	163	73	62	49	93	22	13	6	9	1	2	0	0	0	0
Liszt	Franz	12 Transcendental Etudes	S.	139	10		Allegro Agitato Molto	1851.0		MS	1851.0	0	0	0	0	4	4	14	32	45	149	426	429	287	341	602	498	282	160	142	226	259	56	26	66	40	14	20	11	10	7	0	0	0	0	0
Liszt	Franz	12 Transcendental Etudes	S.	139	11		Harmonies du Soir	1851.0		MS	1851.0	0	0	0	0	3	62	200	101	63	430	637	620	374	286	402	402	256	168	219	283	319	231	80	98	85	41	13	7	7	3	0	0	0	0	0
Liszt	Franz	12 Transcendental Etudes	S.	139	12		Chasse-Neige	1851.0		MS	1851.0	0	0	0	0	0	3	81	13	59	489	651	250	497	620	647	548	176	134	406	376	206	81	35	134	54	58	31	11	28	0	12	0	0	0	0
Bach	Johann Sebastian	Wohltemperiertes Klavier I	BWV	849	2			1722.0		MS	1722.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	32	118	175	124	211	242	224	159	47	29	54	10	1	0	0	0	0	0
Liszt	Franz	Trois Etudes de Concert	S.	144	1		Il Lamento	1849.0		MS	1849.0	0	0	0	0	0	0	0	57	74	82	268	301	458	256	345	309	369	341	178	235	293	236	250	152	199	161	107	44	14	23	15	0	0	0	0
Liszt	Franz	Trois Etudes de Concert	S.	144	2		La Leggierezza	1849.0		MS	1849.0	0	0	0	0	0	0	0	11	10	46	331	230	173	251	270	323	222	115	228	258	259	125	95	89	74	60	40	25	18	0	1	0	0	0	0
Liszt	Franz	Trois Etudes de Concert	S.	144	3		Un Sospiro	1849.0		MS	1849.0	0	0	0	0	0	0	8	7	11	108	385	294	115	190	322	142	76	122	274	169	119	172	97	107	153	10	21	81	11	0	0	0	0	0	0
Alkan	Charles Valentin	Esquisses	Op.	63	34			1861.0		MS	1861.0	0	0	0	0	0	0	0	1	40	96	42	22	107	84	22	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Ballads	Op.	23				1831.0		MS	1831.0	0	0	0	0	0	0	1	1	55	29	19	221	469	701	305	481	667	765	408	285	139	293	167	125	63	21	21	17	6	0	0	0	0	0	0
Alkan	Charles Valentin	Préludes	Op.	31	5			1846.0		MS	1846.0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	166	100	75	231	246	144	49	130	84	8	0	0	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	26	2	1	Allegro	1788.0		DB	1788.0	0	0	0	0	0	0	0	0	0	0	0	10	29	80	255	349	321	354	434	455	237	75	75	134	28	2	0	0	0	0	0	0	0	0	0
Koželuh	Leopold	Piano Sonata	Op.	26	2	2	Andante con variazione	1788.0		DB	1788.0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	218	316	172	379	611	573	449	180	141	245	67	8	1	0	0	0	0	0	0	0	0
